date,location_country,title_category,title_general,title_detail,salary_base,bonus_pct,bonus,years_of_experience,what_degrees_do_you_have,where_are_you_located,what_country_do_you_work_in,role_title_of_current_position,sheet_name,which_country_do_you_work_in,what_city_do_you_work_in,which_us_state_do_you_work_in,which_canadian_province_do_you_work_in,company_or_institution_name,which_of_the_following_best_describes_your_company,biotech_sub_industry,company_detail_approximate_company_size,provide_a_review_and_rate_your_company_institution_and_experience,work_life_balance_on_average_how_many_hours_do_you_work_per_week,title_2025,which_department_best_describes_your_role_if_you_cant_find_one_that_fits_your_specific_role_select_other_and_describe,briefly_describe_your_position_and_responsibilities,do_you_work_in_person_remote_or_hybrid,how_many_days_on_average_per_week_do_you_work_from_home,how_many_total_years_of_experience_in_post_docs_do_you_have_if_none_enter_0,list_other_relevant_and_recognized_certifications,yoe_2025,are_you_a_salaried_or_hourly_employee,if_you_are_an_hourly_employee_how_many_hours_per_week_do_you_work,overtime_pay_how_is_overtime_handled_on_a_per_hour_basis_1_5x_base_2x_base_etc,bonus_pct_2025,commission_if_you_are_compensated_with_commission_how_much_is_your_commission_please_indicate_if_answering_in_percentage_or_absolute_monetary_value,annual_equity_stock_option_please_enter_the_grant_market_value_of_your_long_term_incentive_use_the_annualized_amount_if_distributed_over_several_years_enter_0_if_none_or_not_applicable_do_not_include_equity_when_signing_on_or_one_time_equity_bonuses,most_recent_annual_yearly_raise_percent_companies_typically_do_yearly_raises_across_the_board_for_all_employees_this_is_not_to_be_confused_with_promotions_or_raises_that_were_requested,sign_on_bonus_value_this_is_a_one_time_bonus_you_may_have_received_when_signing_on_this_is_not_a_bonus_that_reoccurs,sign_on_stock_equity_options_briefly_describe_sign_on_stock_equity_options_that_is_available,sign_on_relocation_assistance_total_value_this_is_the_total_value_of_the_relocation_assistance_including_but_not_limited_to_tax_true_ups_company_may_have_paid_movers_expenses_shipping_of_vehicles_temporary_living_etc,retirement_benefits_free_text_briefly_describe_retirement_benefits_for_example_401k_match_percent_pension_etc,healthcare_benefits_free_text_describe_healthcare_benefits_costs_deductibles_outfamily_plan_insurance_provider_total_out_of_pocket_hsa_contributions_etc,highest_degree_2025,how_many_years_have_you_been_working_at_this_current_position,what_currency_will_you_be_answering_these_quesitons_in,survey_feedback,any_other_type_of_annual_bonus_please_describe_do_not_include_one_time_bonuses_spot_bonuses_signing_bonuses_referral_bonuses,how_much_of_your_bonus_did_you_receive_in_the_last_cycle_e_g_maybe_your_target_bonus_was_10_percent_but_you_actually_got_8_percent_this_year_so_here_you_would_write_8_percent,where_is_the_closest_major_city_or_hub,company_details_public_private_start_up_subsidiary_of,optional_briefly_describe_your_position,compensation_annual_base_salary_pay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equity_stock_option,compensation_most_recent_annual_yearly_raise_percent,compensation_sign_on_bonus_value,compensation_sign_on_stock_equity_options,compensation_retirement_benefits_free_text,compensation_healthcare_benefits_free_text,optional_sign_on_relocation_assistance_total_value,optional_company_review,optional_work_life_balance_on_average_how_many_hours_do_you_work_per_week,survey_feedback_2,highest_achieved_formal_education,compensation_annual_equity,compensation_stock_options,salary_total,experience_highest_degree,location_raw_data,location_granular
2025-01-23,United States Of America,NA,NA,NA,132500,0.1,13250,9,Bachelors,NA,NA,"Specialist, IT Security",2025,United States,NA,New Jersey,NA,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,NA,36 - 40,"Specialist, IT Security",Information Technologies,NA,Hybrid,2,0,CISSP,9,Salaried,Not applicable,N/A (no overtime/am salaried),10,No commission,12500,7,NA,Warrants issued during sign on,NA,NA,NA,Bachelors,4,USD - US dollar,NA,NA,15,NA,NA,NA,132500,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145750,Bachelors,NA,New Jersey
2025-01-23,United States Of America,Scientist,Scientist, I,115000,0,0,2,Masters,NA,NA,Scientist I,2025,United States,NA,Massachusetts,NA,Colossal Biosciences,Private,Cell and Gene Therapy,50-200,"Pretty good atmosphere, questionable ethics, good opportunity to do exploratory research",46 - 50,Scientist I,Research,Gene editing development,In-Person,0,0,NA,2,Salaried,Not applicable,N/A (no overtime/am salaried),NA,No commission,0,11.5,NA,"Stock options, have not exercised",10000,401k match 3%,"Medical, dental, vision, life",Masters,<1,USD - US dollar,NA,NA,NA,NA,NA,NA,115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115000,Masters,NA,Massachusetts
2025-01-22,United States Of America,Scientist,Senior Scientist, ,122500,0.125,15312.5,0,PhD,NA,NA,Senior Scientist,2025,United States,NA,Washington,NA,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,NA,36 - 40,Senior Scientist,Research,NA,In-Person,0,2,NA,0,Salaried,Not applicable,N/A (no overtime/am salaried),12.5,No commission,0,Have not been long enough to have an annual yearly raise,10000,NA,15000,401k company match 4.5% of 6%,NA,PhD,1,USD - US dollar,NA,NA,NA,NA,NA,NA,122500,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137812.5,PhD,NA,Washington
2025-01-22,United States Of America,Scientist,Principal Scientist,  ,159000,0.2,31800,3,PhD,NA,NA,Associate Principal Scientist,2025,United States,NA,New Jersey,NA,Merck,Public,Pharmaceutical (including “big pharma”),5000+,NA,41 - 45,Associate Principal Scientist,Research,NA,Hybrid,3,0,NA,3,Salaried,NA,N/A (no overtime/am salaried),20,No commission,20000,4,25000,NA,25000,NA,NA,PhD,1,USD - US dollar,NA,NA,30%,NA,NA,NA,159000,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190800,PhD,NA,New Jersey
2025-01-22,Canada,Scientist,Principal Scientist, research ,98000,0,0,10,PhD,NA,NA,Principal research scientist,2025,Canada,NA,NA,Quebec,Prefer not to say,Private,Contract Research Organization,1000-5000,NA,36 - 40,Principal research scientist,Analytical Development,NA,In-Person,0,3,NA,10,Salaried,Not applicable,N/A (no overtime/am salaried),0,No commission,0,2.5,NA,NA,NA,NA,NA,PhD,3,CAD - Canadian dollar,NA,NA,0,NA,NA,NA,98000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,PhD,NA,Quebec
2025-01-22,United States Of America,NA,NA,NA,167900,0,0,4,PhD,NA,NA,Senior Engineer II,2025,United States,NA,Massachusetts,NA,Ginkgo Bioworks,Public,Contract Research Organization,200-1000,NA,51 - 60,Senior Engineer II,Research,Hybrid Project Lead/Manager and Individual Contributor,Hybrid,1.5,2,NA,4,Salaried,Not applicable,N/A (no overtime/am salaried),NA,No commission,16900,2,10000,NA,NA,401k flat $5k employer contribution,NA,PhD,2.5,USD - US dollar,NA,NA,NA,NA,NA,NA,167900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167900,PhD,NA,Massachusetts
2025-01-22,United States Of America,Scientist,Scientist,Staff Data ,190000,0.15,28500,4,PhD,NA,NA,Staff Data Scientist,2025,United States,NA,Massachusetts,NA,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,NA,46 - 50,Staff Data Scientist,Data Science / Bioinformatics,NA,Remote,5,0,NA,4,Salaried,Not applicable,N/A (no overtime/am salaried),15,No commission,0,3.5,NA,NA,NA,NA,NA,PhD,2,USD - US dollar,NA,NA,13,NA,NA,NA,190000,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218500,PhD,NA,Massachusetts
2025-01-22,United States Of America,Research Associate,Research Associate, ,78400,0.1,7840,2,Bachelors,NA,NA,Research Associate,2025,United States,NA,Massachusetts,NA,Alloy Therapeutics,Private,Contract Research Organization,50-200,"many at my company (including myself) feel that we are shorthanded and as a result overworked and underpaid, love my team, dont love senior management or c suite, little to no opportunity for career growth",41 - 45,Research Associate,Research,Molecular Biology (plasmid construction and next generation sequencing),In-Person,0,0,NA,2,Salaried,Not applicable,N/A (no overtime/am salaried),10,No commission,1000,4%,NA,NA,NA,401k 4% match,"BCBSMA, fully covered (no out of pocket cost), subsidized deductible",Bachelors,2,USD - US dollar,NA,NA,10,NA,NA,NA,78400,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86240,Bachelors,NA,Massachusetts
2025-01-21,United Kingdom,NA,NA,NA,28500,0.1,2850,3,Bachelors,NA,NA,Quality Assurance Senior Technician,2025,United Kingdom,Didcot,NA,NA,Oxitec,Private,Vector Control / Agricultural Pest Control / Biopharma,50-200,"Technology is exciting and company goals will help the whole world if successful. Staff are lovely. Company is very poorly managed, quality culture is poor and salary is low compared to market",36 - 40,Quality Assurance Senior Technician,Quality,"QA duties, eQMS administrator, document control, change controls, Non conformance, CAPA, Audits, Training compliance.",Hybrid,2,0,NA,3,Salaried,Not applicable,N/A (no overtime/am salaried),10,No commission,0,3,0,0,0,5% Pension match with 10% from comlany,NA,Bachelors,2.5,GBP - sterling,NA,0,0,NA,NA,NA,28500,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31350,Bachelors,NA,NA
2025-01-21,United States Of America,Director,Director,,260000,0.25,65000,10,MS MPH PhD,NA,NA,Director,2025,United States,NA,California,NA,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,"Overall high paying job with lots of growth opportunities (e.g., secondments and parallel transitions) with interesting work",36 - 40,Director,Commercial,NA,Hybrid,3,0,NA,10,Salaried,Not applicable,N/A (no overtime/am salaried),25,No commission,65000,Have not been long enough to have an annual yearly raise,NA,70000,10000,"401k match up to 15k, ESPP, Company gym, 1.5k wellness benefit","BCBS/Delta Dental 4k a year, HSA max contribution",MS MPH PhD,1,USD - US dollar,NA,NA,25,NA,NA,NA,260000,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325000,MS MPH PhD,NA,California
2025-01-21,United States Of America,NA,NA,NA,125000,0.18,22500,5,Bachelors,NA,NA,Associate Program Manager III,2025,United States,NA,Massachusetts,NA,Syneos Health,Private,Pharmaceutical (including “big pharma”),5000+,NA,Less than 30,Associate Program Manager III,Medical Affairs,Global Med Affairs PM contracted to a large pharma company,Remote,5,0,"PMP, PE, RAPS, etc",5,Salaried,Not applicable,N/A (no overtime/am salaried),18,No commission,0,Have not been long enough to have an annual yearly raise,5000,0,0,NA,NA,Bachelors,1,USD - US dollar,NA,NA,N/A,NA,NA,NA,125000,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147500,Bachelors,NA,Massachusetts
2025-01-21,United Kingdom,Scientist,Senior Scientist, ,44800,0,0,3,PhD,NA,NA,Senior Scientist,2025,United Kingdom,Cambridge,NA,NA,Revvity,Private,Cell and Gene Therapy,5000+,NA,36 - 40,Senior Scientist,Research,CRISPR base editing R&D,In-Person,1,0,NA,3,Salaried,Not applicable,N/A (no overtime/am salaried),0,No commission,0,2,0,0,0,8% pension contribution,BUPA private healthcare coverage as a taxable benefit,PhD,2,GBP - sterling,NA,0,1,NA,NA,NA,44800,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44800,PhD,NA,NA
2025-01-20,United States Of America,Scientist,Associate Scientist, ,124000,0.1,12400,8,Bachelors,NA,NA,Associate Scientist,2025,United States,NA,Massachusetts,NA,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,NA,36 - 40,Associate Scientist,Research,NA,In-Person,1,0,NA,8,Salaried,Not applicable,N/A (no overtime/am salaried),10,No commission,0,2.5,NA,NA,NA,NA,NA,Bachelors,1,USD - US dollar,NA,LTI,11,NA,NA,NA,124000,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136400,Bachelors,NA,Massachusetts
2025-01-20,United States Of America,Director,Associate Director, ,197000,0.2,39400,8,PhD,NA,NA,Associate Director,2025,United States,NA,New York,NA,Regeneron,Public,Pharmaceutical (including “big pharma”),5000+,Very much enjoying the company and my role!,41 - 45,Associate Director,Business Development,"Clinical development strategy, pipeline evaluation, business development",Hybrid,2,0,NA,8,Salaried,Not applicable,N/A (no overtime/am salaried),20,No commission,60000,3%,30000,65000,NA,"401k match (50% match, paid in stock)","Strong health insurance ($500 deductible, $3000 out-of-pocket max) and dental insurance (4 cleanings per year, plus other normal coverage)",PhD,2,USD - US dollar,NA,NA,24%,NA,NA,NA,197000,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236400,PhD,NA,New York
2025-01-20,United Kingdom,Scientist,Senior Scientist, Bioinformatics  2,61350,0.1,6135,2,PhD,NA,NA,Senior Bioinformatics Scientist 2,2025,United Kingdom,Cambridge,NA,NA,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,NA,36 - 40,Senior Bioinformatics Scientist 2,Data Science / Bioinformatics,NA,In-Person,0,0,NA,2,Salaried,Not applicable,N/A (no overtime/am salaried),10,No commission,0,3,NA,Emi options,NA,8% pension,Health insurance,PhD,2,GBP - sterling,NA,NA,5,NA,NA,NA,61350,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67485,PhD,NA,NA
2025-01-20,United States Of America,NA,NA,NA,100000,0,0,4,Masters,NA,NA,Biostatistician,2025,United States,NA,Pennsylvania,NA,University of Pennsylvania,Academia/College/Universities,Academia/Research/Institution,5000+,NA,Less than 30,Biostatistician,Research,Statistical analysis for clinicians doing research,Remote,5,0,NA,4,Salaried,Not applicable,N/A (no overtime/am salaried),NA,No commission,0,3.5,NA,NA,NA,"5% match, 1.5% given until 3, then jumps to 3% and 4% at 40",NA,Masters,3,USD - US dollar,NA,NA,NA,NA,NA,NA,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,Masters,NA,Pennsylvania
2025-01-20,United States Of America,Director,Director,,240000,0.2,48000,15,Masters,NA,NA,Director,2025,United States,NA,New Jersey,NA,Prefer not to say,Public,Cell and Gene Therapy,50-200,NA,36 - 40,Director,Data Science / Bioinformatics,NA,Remote,5,0,NA,15,Salaried,Not applicable,N/A (no overtime/am salaried),20,No commission,30000,4%,NA,NA,NA,NA,NA,Masters,2,USD - US dollar,NA,No,90%,NA,NA,NA,240000,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288000,Masters,NA,New Jersey
2025-01-20,United States Of America,Scientist,Scientist,,140900,0.15,21135,10,Bachelors,NA,NA,Scientist,2025,United States,NA,Massachusetts,NA,Prefer not to say,Public,Industrial Biotech,1-50,NA,36 - 40,Scientist,Research,"Investigation of immune mechanisms and anti-tumor efficacy of drug products through in vitro, in vivo, and ex vivo experiments",In-Person,0,0,NA,10,Salaried,Not applicable,N/A (no overtime/am salaried),15,No commission,0,4%,0,NA,NA,1% 401k match,"$180/month for employee+spouse high deductible plan, $4000 HSA provided to cover deductible",Bachelors,5,USD - US dollar,NA,NA,16.5,NA,NA,NA,140900,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162035,Bachelors,NA,Massachusetts
2025-01-20,United States Of America,NA,NA,NA,140000,0.15,21000,7,PharmD,NA,NA,Senior Manager,2025,United States,NA,New Jersey,NA,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,NA,36 - 40,Senior Manager,Medical Affairs,NA,Hybrid,2,7,NA,7,Salaried,Not applicable,N/A (no overtime/am salaried),15,No commission,14000,3,NA,NA,NA,401k match 5%,NA,PharmD,3,USD - US dollar,NA,NA,15,NA,NA,NA,140000,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161000,PharmD,NA,New Jersey
2025-01-19,United States Of America,Research Associate,Senior Research Associate, ,85000,0.1,8500,3,Bachelors,NA,NA,Senior Research Associate,2025,United States,NA,Massachusetts,NA,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,NA,30 - 35,Senior Research Associate,Research,NA,In-Person,0,0,NA,3,Salaried,Not applicable,N/A (no overtime/am salaried),10,No commission,5000,Have not been long enough to have an annual yearly raise,NA,NA,NA,6% 401k match,NA,Bachelors,0.5,USD - US dollar,NA,NA,NA,NA,NA,NA,85000,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93500,Bachelors,NA,Massachusetts
2025-01-19,United States Of America,NA,NA,NA,82000,0.05,4100,4,Masters,NA,NA,Associate Engineer,2025,United States,NA,North Carolina,NA,Prefer not to say,Subsidiary,Diagnostics,200-1000,NA,36 - 40,Associate Engineer,Data Science / Bioinformatics,Develop/maintain bioinformatics pipelines,Remote,5,0,NA,4,Salaried,Not applicable,N/A (no overtime/am salaried),5,No commission,0,Company/Institution does not have annual yearly raise,NA,NA,NA,401k match,500 annual HSA contribution,Masters,2,USD - US dollar,NA,NA,10,NA,NA,NA,82000,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86100,Masters,NA,North Carolina
2025-01-19,United States Of America,NA,NA,NA,130000,0.1,13000,0,PhD,NA,NA,Development Rotational Associate,2025,United States,NA,Delaware,NA,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,"10/10, easily prefer small pharma.",41 - 45,Development Rotational Associate,Clinical,NA,In-Person,1,0,NA,0,Salaried,Not applicable,N/A (no overtime/am salaried),10,No commission,20000,Have not been long enough to have an annual yearly raise,0,0,10000,Up to 6%,"No Deductibles, 100% Medical, Dental, and Vision",PhD,Recent Hire.,USD - US dollar,NA,NA,NA,NA,NA,NA,130000,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143000,PhD,NA,Delaware
